Type,From,To,Exists,Field/LinkText,Details
"markdown","_posts/portfolio/2025-07-01-trust-regions.md","./2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 11769"
"markdown","_posts/portfolio/2025-07-01-trust-regions.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye Technical Analysis","Position: 4764"
"markdown","_posts/portfolio/2025-07-01-trust-regions.md","./2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 4617"
"markdown","_posts/portfolio/2025-07-01-trust-regions.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye Technical Analysis","Position: 4496"
"frontmatter","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","../consciousness/2025-07-06-ai-bias-paper.md","false","related_documents","Array[2]"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye framework","Position: 25705"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye framework","Position: 25590"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","Scale-Invariant Intelligence","Position: 25415"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","Scale-Invariant Intelligence","Position: 25305"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye Technical Report","Position: 15640"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye Technical Report","Position: 15525"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye software stack","Position: 15158"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye software stack","Position: 15043"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 13387"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 13272"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-modularity-report.md","false","modular architecture","Position: 4651"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 4513"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye framework","Position: 4403"
"markdown","_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md","./2025-07-01-mindseye-refcount-analysis.md","false","reference counting system","Position: 2872"
"frontmatter","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-technical-report.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-modularity-report.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-qqn-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-trust-regions.md","false","related_documents","Array[3]"
"frontmatter","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-refcount-analysis.md","false","related_documents","Array[4]"
"frontmatter","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-modularity-report.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-qqn-paper.md","false","cross_synthesis_with","Array[1]"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye technical report","Position: 17125"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-modularity-report.md","false","modular optimization architectures","Position: 15101"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-modularity-report.md","false","modular optimization architectures","Position: 14935"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye technical report","Position: 13341"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye technical report","Position: 13209"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-refcount-analysis.md","false","reference counting system","Position: 13110"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-refcount-analysis.md","false","reference counting system","Position: 12995"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-modularity-report.md","false","MindsEye modular architecture","Position: 12787"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-trust-regions.md","false","Trust region approaches","Position: 12401"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-trust-regions.md","false","Trust region approaches","Position: 12337"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 12053"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 4922"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-modularity-report.md","false","MindsEye framework's modular architecture","Position: 4693"
"markdown","_posts/portfolio/2025-07-01-recursive-subspace-paper.md","./2025-07-01-mindseye-refcount-analysis.md","false","reference counting system","Position: 3567"
"frontmatter","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-trust-regions.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-modularity-report.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-recursive-subspace-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-refcount-analysis.md","false","related_documents","Array[3]"
"frontmatter","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-technical-report.md","false","related_documents","Array[4]"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye framework's modular design","Position: 12037"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye framework's modular design","Position: 11876"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye framework's modular design","Position: 11676"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-modularity-report.md","false","MindsEye architecture analysis","Position: 11439"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-modularity-report.md","false","MindsEye architecture analysis","Position: 11256"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-recursive-subspace-paper.md","false","RSO's","Position: 11184"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-recursive-subspace-paper.md","false","RSO's","Position: 11069"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-recursive-subspace-paper.md","false","RSO's","Position: 10988"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-trust-regions.md","false","Trust Region Methods","Position: 10874"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-trust-regions.md","false","Trust Region Methods","Position: 10793"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-trust-regions.md","false","Trust Region Methods","Position: 10695"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-modularity-report.md","false","MindsEye framework's modular architecture","Position: 6796"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 6693"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-modularity-report.md","false","MindsEye framework's modular architecture","Position: 6156"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 5968"
"markdown","_posts/portfolio/2025-07-01-qqn-paper.md","./2025-07-01-mindseye-refcount-analysis.md","false","MindsEye reference counting system","Position: 2970"
"frontmatter","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","related_documents","Array[2]"
"frontmatter","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","related_documents","Array[3]"
"frontmatter","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[4]"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 15998"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics","Position: 15794"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 15582"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 15375"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 15269"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 15185"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics","Position: 15104"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 14892"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 14734"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 14643"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 6902"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 6683"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-evolutionary-agents-proposal.md","false","evolutionary agents proposal","Position: 6547"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","transfinite intelligence assessment","Position: 6434"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics","Position: 6125"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics","Position: 5997"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics","Position: 5911"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","Hypothesis Breeding Grounds","Position: 5793"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","Hypothesis Breeding Grounds","Position: 5685"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 5439"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 5262"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../social/2025-06-30-ideatic-dynamics-experiments.md","false","ideatic dynamics experiments","Position: 5136"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-llm-feedback-dynamics.md","false","LLM feedback dynamics","Position: 4814"
"markdown","_posts/portfolio/2025-07-01-prompt-optimization.md","../learning/2025-07-06-hypothesis-breeding-grounds.md","false","Hypothesis Breeding Grounds","Position: 4548"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","related_documents","Array[2]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-marco-polo-protocol.md","false","related_documents","Array[3]"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","Scale-Invariant Intelligence","Position: 17473"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","Symmetric Texture Generation","Position: 17296"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-marco-polo-protocol.md","false","Marco Polo Protocol","Position: 15176"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-marco-polo-protocol.md","false","Marco Polo Protocol","Position: 11592"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","symmetric texture work","Position: 10378"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","symmetric texture work","Position: 9965"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","symmetric texture work","Position: 9728"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","symmetric texture work","Position: 9505"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-marco-polo-protocol.md","false","Marco Polo Protocol","Position: 8476"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","AI bias in intelligence assessment","Position: 8158"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-marco-polo-protocol.md","false","Marco Polo Protocol","Position: 7955"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-marco-polo-protocol.md","false","Marco Polo Protocol","Position: 7824"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","AI bias in intelligence assessment","Position: 7506"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","AI bias in intelligence assessment","Position: 7313"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","AI bias in intelligence assessment","Position: 7145"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-recursive-subspace-paper.md","false","RSO analysis","Position: 6030"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-recursive-subspace-paper.md","false","RSO analysis","Position: 5932"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-qqn-paper.md","false","QQN technical paper","Position: 5842"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-recursive-subspace-paper.md","false","Recursive Subspace Optimization","Position: 5476"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","./2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 5397"
"markdown","_posts/portfolio/2025-07-01-mindseye-technical-report.md","../consciousness/2025-07-06-scale-invariant-intelligence.md","false","Scale-Invariant Intelligence","Position: 3118"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-mindseye-technical-report.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-qqn-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-recursive-subspace-paper.md","false","related_documents","Array[2]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-mindseye-modularity-report.md","false","related_documents","Array[3]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-trust-regions.md","false","related_documents","Array[4]"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 10890"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-mindseye-modularity-report.md","false","modular architecture analysis","Position: 10684"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 10563"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 10499"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 10384"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 10317"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-qqn-paper.md","false","RSO","Position: 10209"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-recursive-subspace-paper.md","false","RSO","Position: 10145"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-qqn-paper.md","false","modular architecture analysis","Position: 10065"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-qqn-paper.md","false","QQN","Position: 9315"
"markdown","_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md","./2025-07-01-mindseye-technical-report.md","false","advanced optimization algorithms","Position: 9232"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-recursive-subspace-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-qqn-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-trust-regions.md","false","related_documents","Array[2]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","related_documents","Array[3]"
"frontmatter","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","related_documents","Array[4]"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","symmetric texture generation","Position: 13137"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-symmetric-textures-rewrite.md","false","symmetric texture generation","Position: 13022"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","algorithmic bias analysis","Position: 12733"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","algorithmic bias analysis","Position: 12592"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","../consciousness/2025-07-06-ai-bias-paper.md","false","algorithmic bias analysis","Position: 12454"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-recursive-subspace-paper.md","false","recursive subspace method","Position: 9890"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-recursive-subspace-paper.md","false","recursive subspace method","Position: 9792"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-qqn-paper.md","false","QQN implementation","Position: 8076"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-qqn-paper.md","false","QQN implementation","Position: 8012"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-qqn-paper.md","false","QQN implementation","Position: 7965"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-trust-regions.md","false","trust region methods","Position: 7320"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-qqn-paper.md","false","Quadratic Quasi-Newton (QQN)","Position: 7080"
"markdown","_posts/portfolio/2025-07-01-mindseye-modularity-report.md","./2025-07-01-recursive-subspace-paper.md","false","recursive subspace method","Position: 6738"
"frontmatter","_posts/portfolio/2025-06-30-reference-counting-paper.md","./2025-07-01-mindseye-technical-report.md","false","related_documents","Array[0]"
"markdown","_posts/portfolio/2025-06-30-reference-counting-paper.md","./2025-07-01-mindseye-technical-report.md","false","MindsEye framework's sophisticated optimization algorithms","Position: 18595"
"frontmatter","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","./2025-06-30-ngram-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","related_documents","Array[2]"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 15052"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 14921"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 14753"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","./2025-06-30-ngram-paper.md","false","N-gram paper","Position: 12258"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","./2025-06-30-ngram-paper.md","false","N-gram paper","Position: 12154"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","./2025-06-30-ngram-paper.md","false","N-gram paper","Position: 11979"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","Entropy-Optimized Text Classification","Position: 11819"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 11481"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 10424"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","compression-based text classification","Position: 10114"
"markdown","_posts/portfolio/2025-06-30-probabilistic-trees-paper.md","./2025-06-30-ngram-paper.md","false","N-gram language model research","Position: 9853"
"frontmatter","_posts/portfolio/2025-06-30-ngram-paper.md","../social/2025-07-03-hiring.md","false","parent_document","Single value"
"frontmatter","_posts/portfolio/2025-06-30-ngram-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","related_documents","Array[0]"
"frontmatter","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","related_documents","Array[1]"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21764"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21671"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 21565"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-07-06-probabilistic-neural-substrate.md","false","Probabilistic Neural Substrates","Position: 17928"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","./2025-06-30-probabilistic-trees-paper.md","false","Probabilistic Decision Trees","Position: 17692"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../projects/2025-06-30-volumetric-density-tree-proposal.md","false","Volumetric Density Trees","Position: 17423"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../learning/2025-06-30-compression-classification-paper.md","false","Entropy-Optimized Text Classification","Position: 17076"
"markdown","_posts/portfolio/2025-06-30-ngram-paper.md","../projects/2025-06-30-bwt-tree-proposal.md","false","Entropy-Optimized Permutation Trees proposal","Position: 16776"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false","related_documents","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-transfinite-iq-paper.md","false","related_documents","Array[1]"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false","cross_synthesis_with","Array[0]"
"frontmatter","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false","cross_synthesis_with","Array[1]"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14836"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14658"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","../consciousness/2025-07-06-claude-consciousness-paper.md","false",""Recursive Consciousness: A First-Person Account of AI Self-Inquiry"","Position: 14455"
"markdown","_posts/phenomenology/2025-07-03-subjective-experience-paper.md","./2025-07-01-hall-of-mirrors-paper.md","false",""The Hall of Mirrors: A Phenomenological Investigation of Stack-Embedded Consciousness"","Position: 11772"
